Label,Occupancy
7,Trailer Hitch Installation Repair
5,Travel Agency
2,Triplex
7,Truck Repair Shop
7,TruckTrailer Repair Shop
8,Trucking Company
5,TShirt Printing Shop
10,Union Hall
5,Upscale Furniture and Clothing Store
7,Used Auto Dealer
8,Used Car Lot Office
0,VAC
7,VAC Full Service Car Wash
0,Vacant
0,Vacant American Legion Post
2,Vacant Apartment
2,Vacant Apartment under Renovation
4,Vacant Assisted Living Facility
4,Vacant Assisted Living Facility under Renovation
7,Vacant Auto Body Service and Repair Shop
7,Vacant Automotive ServiceRepair Facility under Renovatio
7,Vacant Bakery under Renovation
10,Vacant Bar under Renovation
7,Vacant Bath House under Renovation
1,Vacant Builders Risk Dwelling
8,Vacant Builders Risk Post Office
0,Vacant Building
7,Vacant Building Garage
7,Vacant Building under Renovation
0,Vacant Buillding
5,Vacant Childrens Retail Store under Renovation
22,Vacant Church
22,Vacant Church under Renovation
37,Vacant Commercial
37,Vacant Commercial Building
7,Vacant Community Center under Renovation
43,Vacant Condo under Renovation
5,Vacant Convenience Store under Renovation
20,Vacant Day Care under Renovation
8,Vacant Dentist Office under Renovation
7,Vacant Dermatology Clinic
7,Vacant Duplex under Renovation
1,Vacant Dwelling
1,Vacant Dwelling Model Home
8,Vacant Dwelling Home Office
1,Vacant Dwelling Renovation
2,Vacant Dwelling Rental
1,Vacant Dwelling under Reno
1,Vacant Dwelling Under Renovation
1,Vacant Dwelling under Renovation
1,Vacant Dwelling under Renovations
1,Vacant Dwelling Under Renvoation
5,Vacant Fabric Store under Renovation
7,Vacant Full Service Car Wash
7,Vacant Funeral Home under Renovation
5,Vacant Furniture Store under Renovation
11,Vacant Garage
5,Vacant Grocery Store
7,Vacant Gym
7,Vacant Housing Challenged Shelter
5,Vacant Ice Cream Shop
7,Vacant Landscape Supply Center under Renovation
5,Vacant Liquor Store under Renovation
8,Vacant Medical Office
8,Vacant Medical Office under Renovation
3,Vacant Motel
3,Vacant Motel under Renovation
8,Vacant Office
8,Vacant Office and Warehouse
8,Vacant Office Building under Renovation
5,Vacant Office Supply Store
8,Vacant Office under Renovation
8,Vacant OfficeWarehouse
1,Vacant Renovation Dwelling
2,Vacant Rental Dwelling
2,Vacant Rental Dwelling under Renovation
47,Vacant Restaurant
47,Vacant Restaurant Under Renovation
5,Vacant Retail
5,Vacant Retail Building
5,Vacant Retail Shop
5,Vacant Retail Space under Renovation
5,Vacant Retail Store
5,Vacant Retail Store under Renovation
7,Vacant School under Renovation
1,Vacant Single Family Dwelling
6,Vacant Storage
6,Vacant Storage Building
6,Vacant StorageWarehouse
5,Vacant Store
5,Vacant Storefront
7,Vacant Strip Mall Center under Renovation
7,Vacant Strip Mall under Renovation
6,Vacant Warehouse
6,Vacant Warehouse under Renovation
10,Veterans Hall
10,Veterans Post
10,Veterns Organization
47,VFW CantinaRestaurant
10,VFW Post
6,Warehoues
6,Warehouse and Office
6,Warehouse Space
6,WarehouseRepair Shop
32,Waste Management Services
7,Wedding Planner
7,Welder
6,Wiffle Ball FactoryWarehouse
7,Window Tinting Service Building
8,Window Treatment Company
5,Wine BarShop
5,Wine Shop
10,Winebar
7,Woodshop
7,Woodworker
6,Woodworking Warehouse
13,Workbench Manufacturer
0,Workshop
20,Agricultural Forestry Experiment Station
20,Blue Seed Building
20,Boiler Maintenance
20,Calving Barn
1,Central House
20,Cold Storage
20,Cow Barn
1,Farm Managers House
20,Feed Lot Cow Shed
20,Feed Mill
20,Fertilizer Storage Building
20,Forage Dryer
20,General Multipurpose
20,Grinding Facility
20,Hay Storage
20,Hay Storage Shed
6,Hazardous Materials Storage
1,Herdsman House
20,HorticultureAgronomy
20,Kerttula Hall
20,Knight Hall
1,Kodiak Cottage
20,Lower Garage
20,Machine Shed
20,Maintenance Shops
20,North Garage
20,Pesticide Storage
32,Sewage Treatment Plant
20,South Garage
20,Straw Mix Facility
20,Swine Facility
20,USDA Greenhouse
8,Visitor Center
31,Water Reservoir
31,Well Pumphouse
20,Yellow Mess Hall
6,Hazardous Material Storage
6,Owen Alfred A Building
6,Owen Alfred A Storage
54,Anchorage Campus
8,Bragaw St Building
8,Administration Utility Building
54,AdministrationHumanities Building
8,Alaska Airlines Center
54,Allied Health Sciences Building
54,ANSEP Academy Building
54,ANSEP Building
54,Arcade Bridge Lounge
54,AutoDiesel Technology Building
54,Aviation Technology Center
54,Aviation Technology Storage
11,Central Parking Garage
54,Conoco Phillips Integrated Sciences Building
54,Consortium Library
54,Cuddy Lucy Hall
6,Custodial Storage Shed
54,Disability Support Services Annex
4,East Hall
11,East Parking Garage
54,EcosystemBiomedical Laboratory
54,Energy Module No
54,Engineering Computation Building
54,Engineering and Industry Building
11,Engineering Parking Garage
54,Engineering Temporary Building
8,Enrollment Services Center
54,Fine Arts Building
4,Goose Lake Townhomes
54,Gorsuch Edward Lee Commons
6,Greenhouse Storage
5,Grounds Equipment Shop
5,Grounds Irrigation Equipment Shop
8,Grounds Main Office Building
8,Grounds Staff Building
54,Hartleib Gordon Building
54,Hazardous Materials Storage Building
54,Health Sciences Building
54,Ice Plant
4,Main Apartment Complex Unit
54,McDonald Beatrice G Hall
54,Monserud Sally Hall
54,Natural Sciences Building
4,North Hall
54,Parrish Bridge
54,Professional Studies Building
54,Rasmuson Ed and Cathy Building
10,Seawolf Sports Complex
54,Short Eugene Building
54,Social Sciences Building
54,Student Union
4,Templewood Apartments Building A
4,Templewood Apartments Building B
4,Templewood Apartments Building C
4,Templewood Apartments Building D
4,Templewood Apartments Building E
4,Templewood Apartments Building F
54,Transportation Research Center
54,University Center
54,West Bridge
4,West Hall
54,Williamson Wendy Auditorium
54,Bristol Bay Campus
54,Bristol Bay Campus Applied Sciences Building
8,Passive Office
8,Wood Margaret Building
8,AdminClassroom Building
54,College of Fisheries and Ocean Sciences
54,College of Fisheries and Ocean Sciences Juneau Center
54,College Of Fisheries And Ocean Sciences Juneau Center Storage
54,Dock Facility
2,FourPlex Apartment
8,Hood DW Research Laboratory Building
54,Machine Shop
54,Marine Sciences Building
6,Modular Storage Unit
8,Orca Building
54,Rae K M Marine Education Center
8,Yellow Lab
54,College of Rural Community Development
8,Brooks Memorial Mines Building
54,Community and Technical College
11,Barnette Street Parking Garage
54,Bunnell House
54,CTC Aviation Hangar
54,UAF Community and Technical College Center
54,FAI Delta Mine and Petroleum Training Service UAF
6,Delta MTC Admin Storage
54,Delta MTC Atco
54,Delta MTC Classroom
47,Delta MTC Dining Facility
54,Delta MTC Dry Changeroom Connex
54,Delta MTC Generator
7,Delta MTC Maintenance Shop
4,Delta MTC Old Residence Halls
8,Delta MTC Simulation Lab
6,Delta MTC Storage Cabin
54,Delta MTC Underground Great Room
54,Delta MTC Well House
54,Fairbanks Campus
8,Akasofu SyunIchi Building
54,Animal Handling Facility
54,Arctic Health Research Center
54,ASF Main Building
54,ASF Utility Building
54,Atkinson Ben J Building
54,Aurora Building
4,Bartlett E L Hall
8,Bioscience Research And Diagnostic
8,Bunnell Charles Building
8,Bus Shelter South Nenana
8,Bus Shelter Taku
8,Bus Shelter Wood Center
54,Cantwell Reindeer Station
4,Chancellors House
8,Chapman Sydney Building
54,Chiller House
54,CIGO Absolute Building
54,CIGO Calibration Building
54,CIGO Control GPS Building
54,CIGO Interface Building
54,CIGO Maintenance Building
54,CIGO Seismic Vault Building
54,CIGO Sensor Building
54,College International Geophysical Observatory Absolute Sensor Building
54,Combined Heat and Power Boiler Building
54,Constitution Hall
54,Cooling Towers Included in FS Chiller House
8,Copper Lane House
4,Cutler Howard Apartments Complex
23,Diesel Engine Generator Building
23,Diesel Generator Radiators Included in FS Diesel Engine Generator Building
54,Duckering William Elmhirst Building
4,Earthwatch House
8,Eielson Carl Ben Memorial Building
54,Electrical Engineering Taku Facility
8,Elvey C T Building
54,Emergency Generator Building
54,Energy Technology Test Modules
8,Environmental Health and Safety Building
7,Facilities Headhouse
54,Fine Arts Complex Art Gallery Rooms
10,Fine Arts Complex Concert Hall Music Rooms
54,Fine Arts Complex Great Hall Theatre KUAC
8,Forestry Research Building
4,Garden Apartments I
4,Garden Apartments II
31,Geist Pumphouse
6,Geophysical Institute Storage
8,Gruening Ernest Building
4,Harwood Hall
6,Hay Storage
15,Hazardous Chemicals
15,Hazardous Materials Handling Facility
8,Health Safety Security
4,Hess Village
54,Hess Village Community Center
54,Hess Village Lift Station
6,Hess Village Storage Building
4,Hess Harriet Luther Commons
54,Hibernaculum Instrumentation Lab
20,IAB Greenhouse
54,Irving Laurence Building for Bioscience I
54,Irving Laurence Building for Bioscience II
4,Klein House
54,KUAC FM Transmitter Building
54,KUACTV Translator
54,KUACTV Transmitter
20,LARS Ground Squirrel Enclosure
6,LARS Hay Storage
20,LARS Large Animal Facility Telemetry Building
20,LARS Large Animal Holding Facility
8,Lathrop Austin E Hall
4,Maclean Eileen Panigeo Inupiat House
4,MacLean Eileen Panigeo Inupiat House
4,McIntosh John A Hall
8,Modular Building
4,Moore Terris Hall
54,Murie Margaret Building
54,MUS Demarcation
4,Nerland Andrew Hall
4,North Chandalar Drive
10,OctagonKoyukuk Ski Hut
54,ONeill Hazmat Building
54,ONeill William A Resources Building
10,Patty Ice Arena
54,Patty Ernest N Center
12,Physical Plant
30,Power Plant Storage
4,RaineySkarland Cabin
54,Rasmuson Elmer E Library
54,Reichardt Paul B Building
54,Research Barn
10,Rifle Range Outbuilding
10,Rifle Range Shelter
8,Signers Hall
4,Skarland Ivar Hall
4,Stevens Morton Hall
4,Stuart Walter T Hall
4,Student Housing Storage
54,Student Recreation Center
4,Sustainable Student Housing Village
54,Switchgear Building
4,Tanana Loop
8,Tanana River Test Site Office
8,Tilly Lola Commons
4,Toolik Lake Winter Quarters
54,University of Alaska Museum of The North
54,University Park Building
54,University Park Generator Building
54,USDA Subarctic Bioscience Lab
54,Usibelli Joseph E Engineering and Learning Building
6,Utilities Cable Storage
54,Utilities Gvea Intertie Building Tie Shack
54,Utility Tie Switchgear Building
4,Walsh Hall
4,Wash House
31,Well Pumphouse II
8,West Ridge Research Building
54,Whitaker Building
4,Wickersham Judge James A and Grace Hall
54,Wood William Ransom Center
54,Yurt
54,Geophysical Institute Poker Flat Research Range
54,Balloon Inflation Facility
54,Block House
54,Blockhouse Annex
54,Communications Building
54,Communications Service Building
54,Data Lynx Building
54,Grader Shed
54,Health Building
54,Lidar Annex
54,Lidar Observatory
54,Microwave Building
1,Miller House
54,MST Site Building
54,Pad Five
8,Range Administration Center
54,Red Facility Garage
54,Redstone Antenna Support Building
54,Science Operation Center
54,Telemetry Administration Building
54,Tool Crib ARab
54,Warm Storage Building
54,Wind Tower Building
54,Fort Yukon Classroom Annex
54,Fort Yukon Rural Education Center
8,Harper Building
11,Tok Center Garage
8,Tok Rural Education Center
54,Anderson Clarence L Building
4,Banfield Mildred H Hall
54,Egan William A Library and Classroom Wing
8,Facilities Annex
8,Hendrickson Annex
8,Hendrickson Waino E Building
32,Housing Refuse Recycling Building
1,Knode House
54,Marine Technology Bldg
1,Mathisen House
1,Mattocks House
54,Mourant Rob Building
54,Natural Sciences Research Lab
8,Novatney Dorothy Building
54,Noyes Pavilion
4,Pugh John R Residence Hall
8,Soboleff Walter A Building
1,Stover House
4,Student Housing Unit A
4,Student Housing Unit B
4,Student Housing Unit C
4,Student Housing Unit D
4,Student Housing Unit E
4,Student Housing Unit F
4,Student Housing Unit G
4,Student Lodge
54,Technical Education Center
31,Water Booster Pump
54,Whitehead William Massie and Dorothy Johnson Building
54,Kenai Peninsula College
54,Brockel Clayton Building
6,Campus Warehouse
54,Career Technical Education Center
54,Goodrich Clarence Building
8,McLane Enid S Building
6,Soldotna Storage Shed
54,Steffy Dennis and Ginger Mining and Petroleum Training Service Center of Excellence
4,Student Housing Complex
4,Student Housing Pavilion
4,Student Housing Pavilion Comfort Station
54,Ward Walter E Sr Building
54,Kenai Peninsula College Kachemak Bay Campus
54,Bayview Hall
6,Homer Storage Shed
6,Homer Vehicle Storage Maint Shop
8,Kachemak Bay National Estuarine Research Center
54,Pioneer Hall
54,Ketchikan Campus
8,Paul William L Building
54,Southeast Alaska Maritime Training Center
54,Ziegler Adolph H Building
54,Kodiak College
54,Adult Learning Center
54,Benson Benny Building
54,College Cabin No
6,Kodiak Storage Shed
54,Vocational Technology Building
54,Kuskokwim Campus
54,Lind Maggie Building
8,Phase Building
4,Sackett Hall
4,Sackett Hall Annex
54,VocTech Building
8,Yupik Language Center
54,Yupik Museum Library Cultural Ctr
54,MatanuskaSusitna College
54,Bridge
54,Kerttula Jalmar M Building
6,Log Cabin Storage
54,Machetanz Fred Sara Building
54,Massay Glenn Theater
31,MatSu Pumphouse
54,Okeson Alvin S Building
6,Ortner Warehouse
54,Snodgrass Hall
54,State Fairgrounds Cabin
54,Northwest Campus
54,ArtScience Satellite
54,Brown Emily Ivanoff Learning Center
54,Cooperative Extension Building
8,Nagozruk Arthur Sr Building
54,Northwest Campus Education Center
54,Seppala Leonhard Alternative Education Building
5,Shop Building
6,Storage BuildingBoat Shop
6,Tool Shed Building
8,University Outreach Building
54,Prince William Sound College
4,Copper Basin Hall
4,Cordova Hall
54,GrowdenHarrison Building
4,Valdez Hall
6,Valdez Warehouse
54,Whitney Maxine and Jesse Museum
54,Hangar
8,Bragaw Office Complex
1,Perkins Cabin
1,Rasmuson House
54,University Lake Building
54,University Lake Building Annex
8,Butrovich John Building
1,Schaible House
6,Statewide Storage
54,Classroom
54,Classrrom
47,Dining Hall
4,Dorm
4,Instructors Cabin
47,Kitchen Conference Room
54,Research Radar Station
5,Surface Shop
54,Well House
1,Residential
8,Corporate Office Condo
9,Medical
2,SingleFamily BuiltForRent
25,Learning Center
25,Training Center Learning Center
20,Agro Feedmill
20,Agro Hatchery
8,AI Laboratory House Swine
8,Analysis Centre
38,Aqua Feedmill
20,Aqua Hatchery
20,Breeder Farm
20,Broiler Farm
38,Building
6,Business Center Warehouse
4,Campus
20,Chicken
7,Cleaning Repairing Yard
8,Co Lab
14,Cold Storage
14,Cold Strorage
25,College
20,Contract Farm
14,ContractRegion Ilocos
14,ContractRegion Central Luzon
14,ContractRegion XI Davao Region
14,ContractRegion
25,Culinary School
8,Data Center
6,Distribution Center
6,Distribution Center Warehouse
4,Domitory
38,Dressing Plant
6,Dry Storage
20,Duck
20,FaNPrm Duck
38,Factory
14,Factory Slaughter House Further Processing Rendering Office Utilities
20,Factory Agricultural Machinery Equipment
20,Factory Agricultural Machinery Equipment Office
14,Factory Bakery
14,Factory Bakery Further Processing Finished Food
38,Factory Block Rubber
14,Factory Cheese
14,Factory Chicken Seasoning
14,Factory Coffee Roaster Warehouse Office
14,Factory Coffee Roaster Warehouse Office Exhibition Hall
20,Factory Dairy Products
14,Factory Feather Mill Chicken
20,Factory Feedmill Agro Industry
20,Factory Feedmill Aquaculture
20,Factory Feedmill Livestock
38,Factory Feedmill Pet
38,Factory Feedmill Pet Office
15,Factory Fertilizer
38,Factory Fishmeal
14,Factory Food Processing Sauce Aseptic
14,Factory Further Food Processing Chicken Duck
14,Factory Further Food Processing Egg
14,Factory Further Food Processing Shrimp
14,Factory Further Food Processing Shrimp Warehouse
14,Factory Further Processing
14,Factory Further Processing Chicken
14,Factory Further Processing Sausage
14,Factory Further Processing SausageFactory Slaughter House Chicken
14,Factory Further Processing Shrimp
14,Factory Further Processing Swine Office
14,Factory Further Processing Duck
14,Factory Further Processing Finished Food
14,Factory Further Processing Swine
14,Factory Further Processing Egg Grading Utilities Egg
14,Factory Further Processing Warehouse
14,Factory Meat Processing Plant Swine
14,Factory Meatball Office
38,Factory Non Woven
12,Factory Plastic
12,Factory Plastic RigidCoatingPapercoreHQ
12,Factory Plastic Woven Bag
12,Factory Plastics
14,Factory Poultry Feather Mill
14,Factory Rice Polishing Mill Warehouse
14,Factory Ricemill
14,Factory Ricemill Warehouse
14,Factory Seed Drying
14,Factory Seed Drying Warehouse
14,Factory Seed Processing Rice Office Warehouse
14,Factory Slaughter House
14,Factory Slaughter House Chicken
14,Factory Slaughter House Chicken Duck
14,Factory Slaughter House Swine
14,Factory Slaughter House Further Food Processing Chicken
14,Factory Slaughter House Further Food Processing Poultry Feather Mill Chicken Office
14,Factory Slaughter House Further Food Processing Utilities Chicken
14,Factory Slaughter House Further Processing Swine
13,Factory Surgical Mask
14,Factory Vapor Heat Treatment Fruit
8,Factory Office
8,Factory Office Cold Storage
20,FARM
20,Farm
20,Farm Hatchery Chicken
20,Farm Milk Cow
20,Farm Buffalo Research Fighting Cock
20,Farm Chicken
20,Farm Chicken Crocodile Egg Grading
20,Farm Chicken Egg Grading
20,Farm Chicken Broiler
20,Farm Chicken Buffalo
20,Farm Chicken Duck
20,Farm Chicken Duck Cow
20,Farm Chicken Duck Swine
20,Farm Chicken Hatchery Chicken Office
20,Farm Chicken Layer Crocodile Warehouse Egg Grading Office
20,Farm Chicken and Hatchery Chicken
20,Farm Chicken Demonstration Traning Center
20,Farm Chicken Crocodile
20,Farm Corn
20,Farm Duck
20,Farm Egg Grading
20,Farm Fighting Cock Shop
20,Farm Fish
20,Farm Fish Shrimp
20,Farm Hatchery Duck
20,Farm Hatchery Fish
20,Farm Hatchery Shrimp
20,Farm Horticultural
20,Farm Milk Goat
20,Farm Research
20,Farm Research Hatchery Shrimp
20,Farm Restraint Area Swine
20,Farm Shrimp
20,Farm Shrimp Research
20,Farm Shrimp Research Fish
20,Farm Swine
20,Farm Swine AI
20,Farm Swine Breeder
20,Farm Swine Chicken
20,Farm Swine Office
20,Farm Swine Warehouse Egg Office
20,Farm Swine Development Project
20,Farm Swine Restraint Area
20,Farm Office
20,Farm Shrimp Nauplias
14,Farn Duck
38,Feedmill
38,Feedmill Tolling
38,Feedmilloffice
20,Fish Farm
14,Food Processing Plant
38,Front of Factory
14,Frozen Food Processing Plant
14,Further Processing Plant
10,Garden
13,Garments factory
6,Hangar Keeper Small Storage Maintenance Office Office Room Services
6,Hangar Keeper Storage Ramp and Maintenance OfficeApron Taxiway
20,Hatchery
20,Hatchery Chicken
8,Head Office
9,Health Center
8,Ho Chi Minh
1,HouseWarehouse
1,Hub Residence
14,Hub Bakery
20,Hydroponic Vegetable Plant
8,Innovation Center
8,Institute
20,Institute Breeding Plant
29,Jetty
8,LAB
8,Laboratory
38,Land Building
38,Lease Land Building
38,Lease Land Factoy Building
20,Manufacture and agricultural
38,Medical Face Mask Factory
20,Nursery Plant
6,OEM Factory
8,Office Sale
8,Office Cold Storage
8,Office Factory Egg Grading
8,Office Garden Store
8,Office Laboratory
8,Office Refuelling Station
8,Office Warehouse Shop
8,Office Lab
8,OfficeData CenterTraining Center
8,OfficeTraining Center
8,OfficeFarm
8,OfficeFeedmill
8,OfficeMedicine
8,OfficeProbiotic
8,OfficeVegetable
14,Pet Feed Factory
14,Processing Plant
25,Research Development Center
25,Research Center
3,Resort
20,Restraint Area
6,Sales Office
25,School
8,Server Room
20,Shrimp Hatchery
14,Slaughter House
14,Slaughterhouse
20,Swine Restraint Area
25,Training Center
20,Warehouse Egg Grading Office
6,Warehouse Farm
6,wharehouse
0,hub
8,ATM
8,Branch
11,Branch Parking
8,Data File Storage
8,Dealer Center
8,FHC Main
11,FHC Parking
8,FHL Location
8,Future Branch
8,Future Branch Land Only
8,KIC Leased
8,KIC Main
11,KIC Parking
8,Land
8,Leased Building
43,OREO foreclosed condo up for sale
8,Regional Office
43,ApartmentCondoTownhouse
1,Builders RisksRehabs
3,HotelsMotels
39,Miscellaneous Classification
1,Primary Residence
1,Rental
47,RestaurantBarsTavern
1,Secondary Rental Residence
1,Secondary Residence
5,Shopping CentreRetail
1,Single Family Residence
0,Tenant
6,Warehouse Industrial
1,Primary
1,Seasonal
1,Secondary
1,Tenant
1,Owner Occupied
12,Lumber
12,Lumber producer
8,offices
2,APARTMENTS
3,BED BREAKFAST
3,BOARDING OR ROOMING HOUSE
5,CANDY OR CONFECTIONERY STORES
22,CHURCHES OR OTHER HOUSES OF WORSHIP
10,CLUBS NO BUILDING NFP
43,CONDO COMM
43,CONDO RES
1,DWELLING FIRE
1,DWELLINGS FAMILY
1,HOMEOWNERS
3,HOTELMOTEL
37,LESSORS RISK
8,OFFICE
0,OTHER
47,RESTAURANTS NO SALE OF ALCOHOL
5,STORES FOOD OR DRINK
5,STORES NO FOOD OR DRINK
0,VACANT BUILDING
0,VACANTRENOVATION
6,WAREHOUSES OCCUPIED BY SINGLE INTERESTS LRO
6,WAREHOUSES PRIVATE OTNFP
11,Garage
3,Property Employee Housing
39,Shed
8,Corporate HQ Office
6,Moss Bay Safe Storage
8,Office Architect
29,DockmasterHwy Shop
29,Docks
29,Fuel Dock
29,LPDolphin Back of House
3,Edgewater Hotel
3,Pier Steel
3,Hollerlich SubBig Pine Key
3,Seaboard Housing
10,Adventure Center ATVs Polaris RZR s Honda Quads Arctic Cat two seater
2,Apartment Buildings A B
2,ApartmentsEmployee Housing
51,Blanket Equipment
51,Booster Building
51,Canyon Center
51,Casita New
10,Combined Adventure CenterDriven Club Showroom
11,Driven Experience Garage
47,Dueseys Diner
2,Duplex Unit
3,Employee Housing
3,Employee Housing Stables
3,Employee Housing Creek Side
3,Employee Housing Gil Meadows Ranch
3,Employee Housing Red Barn includes Shop
3,Employee Housing Silver Barn
3,Employee Housing Silver Sage
20,Equestrian Center Existing School House
20,Equestrian Center Hay Shed Pole Barn
20,Equestrian Center Horse Hotel
20,Equestrian Center New Barn
20,Equestrian Center Pavilion
20,Equestrian Center Pump House
10,Fine Arts
6,Fleet building
10,Gateway Auto Museum
44,Gateway Gas StationGrocery Store
10,Golf Carts Villager EZ Go flatbed Fairplay CarryAll CarryAll CarryAll
3,Grand Kiva Suite
6,Hanger
6,JB Auto Storage
1,John Brown Maint Bldg
8,Kayenta Conference Room
3,Kayenta Lodge
8,Kiva Front Desk Lobby Caf
3,Kiva Lodge Bldg A
3,Kiva Lodge Bldg B
3,Kiva Lodge Bldg C
3,Kiva Lodge Bldg D
20,Landscaping Shed
1,Managers Home
8,MeetingEvent Space and Classroom Style Learning
10,Mission Bell Amphitheater
43,Modular Home Blue
43,Modular Home Dark Brown
43,Modular Home Green
43,Modular Home Red
43,Modular Home Ruth Baird
10,OLD Adventure Center To be Repurposed
20,Other Land Improvements
39,Outdoor covered patio area w indoor bathrooms
39,Paradox
20,Plants Trees Shrubs and Lawns
6,Quonset Hut Storage Bldg
10,Ranch ATV Polaris
2,Red Cliffs Event Building Pinto Bean
10,Red Cliffs Shooting Range
6,Resort Tack Shed
5,Shop Silver Barn
5,Shop Blue Barn Burwell
5,Shop CSP Creek Side
5,ShopGarage Shelter
10,Snowmobiles Polaris RMK
10,Spa
31,Water System and Tank
3,Hampton Inn Suites to be Constructed
3,Bldg
3,Hotel Property
29,Marina
8,Engineering E
31,Fire Pump room Tank U
10,Fitness center D
23,Generator Tiki structurel
3,Grand Suite Building Suites
25,Great House A Library
3,Guest Suites
20,Landscaping shore station
10,Misc Tiki G
10,Miscellaneous Chickee huts K
23,Powerlines
39,QuarterdeckB
6,Shed next to quarterdeck
8,Shore station Reception
8,Shore Station Old
10,SpaC
10,Sport shack J
10,Tiki BarF
10,TreatmentP
31,Watertank Tiki
3,Marquesa Carriage House
3,Marquesa Conch House
3,Marquesa Cottage
3,Marquesa Main Building
3,Marquesa Annex Bahama House
3,Marquesa Annex Cook house
3,Marquesa Annex Garden Cottage
3,Marquesa Annex Kerr House
3,Marquesa Annex Laundry
3,Marquesa Annex Pilot House
10,Pools x
2,Apartment Building GM House
3,Employee Housing A Ave D
3,Employee Housing B Ave D
51,Bathroom
51,Building A
51,Building B
51,Cistern
10,Tiki Bar
3,ApartmentsCarports
3,Bayside Pavilion
47,Cafeteria
8,Offices and Marina Bathrooms
8,OfficesRestrooms
32,Restrooms
3,Rocky Point
3,Stagecoach Motel
1,Arrowleaf at Crystal Springs
3,Blue Moose Lodge
1,Buffalo at Crystal Springs
1,Paintbrush at Crystal Springs
1,Roaring Thunder Granite Ridge
1,Sweetwater Crystal Springs
0,The Josie Differences in Conditions
3,Victor Housing
1,Heck Ave House
8,Offsite Server and Data Center
6,StorageWarehouseShop
14,Production PlantWharfCrabSalmon Proc Blast FreezerSprial Freezer Bottom Fish Case CookhouseBunkhouseS WarehouseShop Cold StgNew Freezer
6,WarehouseSmall Warehouse
1,House bedroom
6,Storage Lot
14,PlantDockOffice Outbuildings
14,Proc PlantDock Freezer PlantWomens ShowerMens ShowerWell HouseTrailer Bungalows Electric ShedATCO Housing ModsBunkhouse KitchenWomens RestroomMobile Homes Out Bldgs Equip Shed Sorting Shed dockDock Sheds CanneryHester House
1,Housing
14,Processing PlantWarehouseShopOff Gear Stg BunkhouseGear Stg quonset Gear Lockers Shed Shed Shed Freezer BldgDwelling Fishermans storagewarehouseFish Meal and Oil Plant
1,House bedroom house
14,PlantOfficeDockStore COHO Mercantile Outbuildings
14,CanneryWharfGillnet BldgBunkhouseNet Locker Womens BunkhouseMess HallIce HouseFloats Bunkhouse eff Boiler Room
8,OfficeProcCold Stg
14,Processing
8,OfficeCold Stg Cold StgTin Room
8,OfficeCold Storage
39,Equipment
6,Equipment in Storage
8,Rental Equipment
8,Shared Facilities
6,Storage Yard
39,Tools and Equipment
1,OWNER
1,OWNERSEASONAL
2,TENANTLONGTERM
2,TENANTSHORTTERM
7,WELDING SHOP
14,PROC PLANT DECOMMISSIONED
2,HOUSING
7,SHOP
0,OFFLOAD
6,Cold Storage
8,Shop and Fleet Office
14,PROC PLANT
29,WHARFDOCKS
3,BARANOF BUNKHOUSE
7,ROLLING STOCK MECHANICS SHOP
2,BUNKHOUSE
6,STORES WAREHOUSE
8,CORP OFFICES
0,Atco Units
29,Floating Dock
6,WAREHOUSE
3,BUNKHOUSE
7,MAINT SHOP
29,DOCKSFLOATSPUMPS
4,MESS HALL
2,MAN CAMP
2,EE HOUSING
2,BUNKHOUSE A
2,BUNKHOUSE B
2,MODULAR BUNKHOUS
2,MODULAR BUNKHOUSE
0,QUONSETHUT
2,BUNKHOUSE C
6,STORAGE
1,ONE FAM DWELLING
37,BUYING STATION docks
37,BUYING STATION
8,OFFICES
13,PRODUCTION
3,Russian Heritage Inn
14,Old Global Seafoods plant
14,Production
29,Container yardLoading Dock
2,Residential plex
2,Bunkhouse A
2,Bunkhouse B
4,Rec Center
2,Mgt Housing
5,Fishing supplygear store
38,Blazer Trailer
38,Whitley X Trailer
12,Boiler Fuel
31,BoilerFire Pumps
31,Diesel Fire Pump House
12,Glue Mix Shed
12,New Maintenance Shop
12,PlywoodLVL Plant Ops
6,WarehouseShipping
12,Yard and Outside
12,Boiler
12,Cut Off SawsConveyors
12,Electric Shop
12,Hog
12,Kiln and Dry Shed
12,Large Debarker
12,Machine Shop
12,Motor Storage Repair
12,New Boiler
12,New Chip Screeens
12,New Chip Screen
12,New Dry Kiln
12,New Hog Fuel Storage
12,New Planing Mill
12,Retired Packager
12,RiggingSawStorage
12,Sawmill
12,Small Debarker
12,Steam Tunnels
12,Vehicle Shop wcompressor shed
12,Veneer BoilerFuel Reclaim
12,Veneer Mill
12,Whole Log Chipper
12,Fire Fighting Storage
12,Timber OfficeStorage
44,Truck Fueling
28,Aircraft HangerTanks
8,Corporate OfficesSales
12,Plywood
12,Sawmill Veneer
12,Timber
11,Bldg Owner Garage
2,Contents Only
8,Dwelling converted to office
2,Garden Style MidRise Apts
2,Garden Style Apts
2,Garden Style Apts Townhomes
2,Gardens wood Mid Rise block
2,High Rise
2,High Rise Garden Style
2,High Rise Garden Style Apts
2,High Rise Apts
2,High Rise Apts w Merchantile
8,High Rise Apts w Office
5,High Rise Apts w retail grocery
2,High Rise w pool and garage
2,HighRise Apts
3,Hotel Rest Spa
2,Mid Rise Apts
2,MidRise Apts
11,Private Public Parking Garage
