Occupancy description,scheme,label
Lumber Storage,ATC,6
Lumber Warehouse,ATC,6
MFG,ATC,13
Mfg. Bldg,ATC,31
Mfg. Bldg - Waterhouse,ATC,31
Mfg. Bldg.,ATC,31
Misc.,ATC,39
NA,ATC,13
Office,ATC,8
Office & Foam Cutting,ATC,8
Office/Whse,ATC,8
Planting Mill,ATC,13
Pump House,ATC,31
Security Bldg,ATC,8
Sewing& Cutting Bldg.,ATC,13
Stacker Bldg.,ATC,13
Storage Shed,ATC,6
Upholstry/Warehouse,ATC,6
Warehosue / Mfg,ATC,6
Warehouse,ATC,6
Warehouse / Mfg,ATC,6
Warehouse / Shop,ATC,6
Warehouse 30,ATC,6
Warehouse Mfg,ATC,6
Warehouse/Office,ATC,6
Wood Storage & Shop,ATC,6
WR Meadows,ATC,18
2 Sheds & Pump House,ATC,31
Board Line Mfg,ATC,18
"Cure Mixing, Packaging Warehouse",ATC,6
Cure plant & tanks,ATC,18
"Cure Plant, Stge, Tanks, Saturator",ATC,18
Cure Production & Tanks,ATC,18
Curing Compound Plant,ATC,18
"Epoxy Department, Main office, Lnchrm, Mix Plant",ATC,8
Farm Bldg,ATC,18
Fibre Saturator with Roof,ATC,18
Main Office,ATC,8
Main Office & Warehouse,ATC,8
Maintenance Storage,ATC,6
Manufacturing multiple connected bldg,ATC,18
Material Storage,ATC,6
Miscellaneous,ATC,39
NA,ATC,18
Office,ATC,8
Office & Warehouse ,ATC,8
Office space - currently under construction for expansion,ATC,8
"Office, Whse, Mfg, Tanks",ATC,8
Open sided storage,ATC,6
Parking Canopy with Solar Panels,ATC,11
"Polyurethane plant, office, labs, mfg",ATC,18
Production,ATC,18
Production Structure,ATC,18
Public Warehouse,ATC,6
Rubber Asphalt Plant,ATC,18
Stocking Warehouse (leased locaiton),ATC,6
Storage,ATC,6
"Storage - Open sided, roof covering",ATC,6
Tanks & Heaters,ATC,18
Unused bldg area,ATC,18
Warehouse,ATC,6
Warehouse & Stoage (cure),ATC,6
Warehouse & Storage,ATC,6
Warehouse Pkg Materials,ATC,6
"Warehouse, Cure Plant",ATC,6
Warehouse/hot pour & air shield,ATC,6
1 Single Family Dwelling ,ATC,1
10 Single Family Dwelling ,ATC,1
11 One Family Dwelling ,ATC,1
12 Single Family Dwelling ,ATC,1
13 Single Family Dwelling ,ATC,1
130-Rental Dwelling,ATC,2
131-Rental Dwelling,ATC,2
132-Rental Dwelling,ATC,2
14 Single Family Dwelling ,ATC,1
15 Two Family Dwelling LRO,ATC,2
16 - Rental Dwelling,ATC,2
17 - Rental Dwelling,ATC,2
1-Apartments,ATC,2
2 Car Garage,ATC,7
2 Rental Units,ATC,2
2 Single Fam Dwelling- LRO,ATC,1
2 Unit Apartment,ATC,2
2 Unit Apartment Building,ATC,2
2 Unit Corner Store/Short Term Rental,ATC,8
2 Unit Short Term Rental,ATC,8
2-Rental Duplex,ATC,2
3 Single Family Dwelling- LRO ,ATC,1
3 Unit Apartment Rental,ATC,2
3 Unit Rental Dwelling,ATC,2
3-Rental Dwelling,ATC,2
4 Single Family Dwelling- LRO ,ATC,1
4-Apartments,ATC,2
5 Single Family Dwelling- LRO ,ATC,1
5 Unit Apartment,ATC,2
5 Unit Rental Dwelling,ATC,2
6 Two Family Dwelling- townhouse- LRO,ATC,2
6 Unit Apartment Building,ATC,2
6 Unit Condo,ATC,43
7 Single Family Dwelling- LRO ,ATC,1
8 Two Family Dwelling- LRO ,ATC,2
8 Unit Apartment,ATC,2
8 Unit Condo ,ATC,43
9 One Unit of Duplex LRO ,ATC,2
Accountant Office,ATC,8
Agricultural Land ,ATC,20
Algae Manufacturing,ATC,14
Antique Shop,ATC,5
Antique Store,ATC,5
Antique Store Office,ATC,8
Antique/Thrift Store,ATC,5
Aparetment 2,ATC,2
Aparmtent 1,ATC,2
Apartment,ATC,2
Apartment ,ATC,2
Apartment  1,ATC,2
Apartment  2,ATC,2
Apartment  3,ATC,2
Apartment  4,ATC,2
Apartment  5,ATC,2
Apartment  6,ATC,2
Apartment 1,ATC,2
Apartment 10,ATC,2
Apartment 11,ATC,2
Apartment 12,ATC,2
Apartment 13,ATC,2
Apartment 14,ATC,2
Apartment 15,ATC,2
Apartment 16,ATC,2
Apartment 17,ATC,2
Apartment 18,ATC,2
Apartment 2,ATC,2
Apartment 3,ATC,2
Apartment 4,ATC,2
Apartment 5,ATC,2
Apartment 6,ATC,2
Apartment 7,ATC,2
Apartment 8,ATC,2
Apartment 9,ATC,2
Apartment Buidling - 5 Units,ATC,2
Apartment Building,ATC,2
Apartment Building - 4 Units,ATC,2
Apartment Building 3,ATC,2
Apartment Building HOA,ATC,2
Apartment Complex,ATC,2
Apartment Duplex,ATC,2
Apartment/Retail Store,ATC,2
Apartment/Retail Store ,ATC,2
Apartments,ATC,2
Apartments/Office,ATC,2
Apartments/Office Space,ATC,2
Apartments/Restaurant,ATC,2
Aprtment 1,ATC,2
Apt 1,ATC,2
Apt 2,ATC,2
Architectural Firm,ATC,8
Art Gallery,ATC,10
Art Gallery/Visitor Center ,ATC,10
Art Studio,ATC,10
Art Studio/Apartment,ATC,10
Art Studio/Storage,ATC,10
Assisted Living 1,ATC,4
Assisted Living 2,ATC,4
Assisted Living Facility,ATC,4
Assisted Living Home,ATC,4
Attorney Office,ATC,8
Autism Health/Therapy Center,ATC,9
Auto Body Repair Shop,ATC,7
Auto Dealer,ATC,7
Auto Dealership Spray Paint Booth,ATC,7
Auto Repair,ATC,7
Auto Repair Service Garage,ATC,7
Auto Repair Shop,ATC,7
Auto Repair Shop ,ATC,7
Auto restoration,ATC,7
Auto Sales,ATC,6
Auto Service and Repair,ATC,7
Auto Service Garage,ATC,7
Auto Shop,ATC,7
Auto Shop/Stone Manufacturing,ATC,6
Auto/Service Shop ,ATC,6
Autp Repair Shop,ATC,7
Awning,ATC,0
B1,ATC,0
B1 Warehouse Private car collection,ATC,7
B2,ATC,0
B2 Garage Buidling,ATC,11
Bakery/Coffee Shop,ATC,47
Bar,ATC,10
Bar lounge,ATC,10
Bar/Night Club ,ATC,10
Bar/Restaurant,ATC,10
Bar/Tavern,ATC,10
Bar/Tavern ,ATC,10
Barbecue Restaurant ,ATC,47
Barber Shop,ATC,7
Bath Product Retail Store,ATC,5
Beauty Salon,ATC,7
Beauty Shop ,ATC,5
Bed & Breakfast,ATC,3
Bed & Breakfast rental ,ATC,3
Bed & Breakfast rentals,ATC,3
Bicycle Shop,ATC,5
Bldg 1 - Canteen,ATC,10
Bldg 2 - Big Hall,ATC,8
Bldg 3 - BBQ,ATC,10
Boat Dealer,ATC,6
Boat Manufacturer 1,ATC,12
Boat Manufacturer 10,ATC,12
Boat Manufacturer 2,ATC,12
Boat Manufacturer 3,ATC,12
Boat Manufacturer 5,ATC,12
Boat Manufacturer 7,ATC,12
Boat Manufacturer 8,ATC,12
Boat Manufacturer 9,ATC,12
Boat Manufacturer4,ATC,12
Boat Manufacturer6,ATC,12
Bookstore,ATC,5
BPP,ATC,0
Brewery,ATC,14
Brewery  ,ATC,14
Brewery - Building,ATC,14
Bridge Club,ATC,10
Brunch Restaurant,ATC,47
Buddhist Temple,ATC,22
Builders Risk - Commercial TBD,ATC,37
Builders Risk Dwelling,ATC,1
Builder's Risk Dwelling,ATC,1
Builders Risk Office,ATC,8
Builders Risk Post Office,ATC,23
Builders Risk Restaurant,ATC,47
Builders Risk Retail Space,ATC,5
Builders Risk Retail Store,ATC,5
Builders Risk Warehouse,ATC,6
Building,ATC,0
Building & Work Shop,ATC,7
Building 1,ATC,0
Building 1- office building,ATC,8
Building 2,ATC,0
Building 2- warehouse,ATC,6
Building 3,ATC,0
Building 3- warehouse 2,ATC,6
Building- LRO Resturant/ Apartment,ATC,47
Building Material Manufacturer,ATC,12
Business,ATC,0
Cabinet Builder & General Contractor Office,ATC,13
Cabinet Installation Shop,ATC,5
Cabinet Shop,ATC,5
Cabinet Store,ATC,5
Cabinetry,ATC,7
Cabinetry Business,ATC,7
Cabinetry Manufacturer,ATC,12
Car Dealership,ATC,7
Car Dealership Office,ATC,6
Car Dealsership,ATC,7
Car Repair Shop,ATC,7
Car Wash,ATC,7
Caretaker's House,ATC,9
Carpentry Office,ATC,8
Carpentry Shop ,ATC,5
Carpentry Warehouse,ATC,6
Carport 1,ATC,7
Carport 2,ATC,7
Carwash,ATC,7
Carwash Equip,ATC,7
Catering Business,ATC,47
Catering Company ,ATC,47
Child Care & Learning Center ,ATC,25
Child Development Center,ATC,25
Childrens' Play Center,ATC,10
Chimney Service,ATC,7
Chiropractors Office,ATC,9
Church,ATC,22
Church and Dog Grooming ,ATC,22
Church Offices,ATC,22
Church/Ministry,ATC,22
Cleaning Services Building,ATC,7
Clock Repair Shop ,ATC,7
Closet Installation/Interior Trim Work,ATC,7
Closet Organization Company,ATC,8
Clothes Collection,ATC,5
Clothing Facility,ATC,6
Clothing Manufacturer - storage,ATC,6
Clothing Retail Store,ATC,5
Clothing Store,ATC,5
Club House,ATC,10
Club/Event Space,ATC,10
Clubhouse,ATC,10
Clubhouse 1,ATC,10
Clubhouse 2,ATC,10
Clubhouse 3,ATC,10
Coffee Shop,ATC,5
Collision center,ATC,8
Collision Center ,ATC,8
Com,ATC,37
Com. Prop. - Furniture Services Inc.,ATC,37
COM. Prop. - Roofing Company,ATC,37
Commercial,ATC,37
Commercial 1,ATC,37
Commercial 2,ATC,37
Commercial Building,ATC,37
Commercial Condo/Retail shop,ATC,37
Commercial Property,ATC,37
Commercial Property ,ATC,37
Commercial Warehouse,ATC,6
Comm'l  Property ,ATC,37
Comm'l Property ,ATC,37
Composite Company,ATC,8
Computer Repair,ATC,7
Condo,ATC,43
Condo Association ,ATC,43
Condominiums,ATC,43
Condominiums ,ATC,43
Condos,ATC,43
Conference Room Building 1,ATC,8
Construction Company,ATC,18
Construction Company ,ATC,18
Construction/Storm clean-up,ATC,18
Contactors Office,ATC,8
Contractor Office,ATC,8
Contractor/Retail Shops,ATC,5
Contractors Office,ATC,8
Contractor's Office,ATC,8
Contractors Office & Storage,ATC,8
Contractors Warehouse,ATC,6
Convenience Food Store,ATC,5
Convenience Store,ATC,5
Convenience Store w/ Restaurant ,ATC,5
Convenience Store/Rental Dwelling,ATC,5
Cookware Store / Rental Dwelling,ATC,5
Corner Store & Rental Dwelling Loc 3,ATC,5
Cottage,ATC,1
Craftsmanship Workshop,ATC,7
C-Store,ATC,5
Custom Closet Designs,ATC,8
Dairy supplier,ATC,14
Day Care,ATC,25
Day Care 1,ATC,25
Day Care 2,ATC,25
Daycare,ATC,25
Dentist Office,ATC,9
Dentistry,ATC,9
Detached Sign,ATC,0
Diner,ATC,10
Diner ,ATC,47
Discount Muffler,ATC,0
Discount Retail Store,ATC,5
Distillery,ATC,14
Doctors Office ,ATC,9
Doctors Office (Counseling) ,ATC,9
Dog day care Center ,ATC,25
Duplex,ATC,2
Duplex 1,ATC,2
Duplex 2,ATC,2
Duplex 3,ATC,2
Duplex 4 ,ATC,2
Duplex 5 ,ATC,2
Duplex 6,ATC,2
Dust Collector Manufacturer,ATC,6
Dwelling,ATC,1
Electrical Contractor Office,ATC,17
Electrical Installation and Repair ,ATC,7
Electronics Company,ATC,30
EQ,ATC,0
Equipment storage,ATC,6
Event Area ,ATC,10
Event Hall ,ATC,10
Event Planner,ATC,8
Event Space- Building,ATC,0
Fabric Store,ATC,5
Farm Equipment Manufacturer,ATC,6
Farm Equipment Repair Shop ,ATC,7
Fencing,ATC,0
Finishes iron skillets,ATC,5
Fireplace Repair,ATC,7
Fitness Center,ATC,10
Fitness Facility,ATC,10
Fitness Gym,ATC,10
Flood Vent Manufacturer,ATC,6
Floor Covering Custom Contractors,ATC,7
Florist,ATC,5
Flower Store,ATC,5
Foodbank Warehouse,ATC,6
Foundation Contractor,ATC,8
Frozen Fruit/Vegtable Manufacturer,ATC,6
Fruit and Produce Distribution,ATC,9
Furniture Store,ATC,5
Furniture Store ,ATC,5
Furniture Store Loc 1,ATC,5
Furniture Store Loc 2,ATC,5
Furniture Store Loc 3,ATC,5
Furniture Store Loc 4,ATC,5
Furniture Store Loc 5,ATC,5
Furniture Store Loc 6,ATC,5
Garage,ATC,7
Garage/Shop,ATC,7
Gas Station,ATC,5
Gas Station/Convenience Store,ATC,44
Gas Station/Restuarant/Liquor Store,ATC,44
General Contractor,ATC,8
General Store,ATC,5
Geotechnical Firm,ATC,8
Gift Shop,ATC,5
Gift Shop and Apartment Building,ATC,5
GL,ATC,5
Glass Installation,ATC,7
Glass Manufacturer,ATC,16
Glass Manufacturing Company,ATC,16
Glass Manufacturing Shop,ATC,16
Granite Retail Store,ATC,5
Granite/Stone Fabricator,ATC,7
Graphic Printing Company,ATC,8
Grocery,ATC,5
Grocery Store,ATC,5
Ground Up Builders Risk Dwelling,ATC,1
Guitar Shop,ATC,5
Gun/Pawn Shop,ATC,5
Gym,ATC,10
Hair Salon,ATC,7
Hair Salon ,ATC,7
Hair Salon/Tattoo Removal,ATC,7
Hair Solon/Tattoo Removal Parlor,ATC,7
Hair/Beauty Salon ,ATC,7
Hall,ATC,0
Hash Producer/Distributor,ATC,6
Heating & Air Conditioning Contractor ,ATC,7
HOA,ATC,0
Home Improvement Store,ATC,5
Homeowners Association,ATC,8
Hotel,ATC,3
Hotel Building 1,ATC,3
Hotel- Building 2,ATC,3
Hotel Cabin,ATC,3
Hotel Motel 6,ATC,3
Hotel Suite,ATC,3
Hotel/ Motel 8,ATC,3
Hotel/Inn,ATC,3
Hotel/Motel,ATC,3
Hotel/Motel 1,ATC,3
Hotel/Motel 10,ATC,3
Hotel/Motel 11,ATC,3
Hotel/Motel 12,ATC,3
Hotel/Motel 13,ATC,3
Hotel/Motel 14,ATC,3
Hotel/Motel 15,ATC,3
Hotel/Motel 16,ATC,3
Hotel/Motel 17,ATC,3
Hotel/Motel 18,ATC,3
Hotel/Motel 19,ATC,3
Hotel/Motel 2,ATC,3
Hotel/Motel 20,ATC,3
Hotel/Motel 21,ATC,3
Hotel/Motel 3,ATC,3
Hotel/Motel 4 ,ATC,3
Hotel/Motel 5,ATC,3
Hotel/Motel 7,ATC,3
Hotel/Motel 9,ATC,3
House Replica,ATC,1
Housing Company ,ATC,8
Hunt Club,ATC,10
HVAC contractor,ATC,7
HVAC contractor / Church,ATC,22
Hydraulic Repair Shop,ATC,7
Industrial Coolant sales,ATC,6
Investment Firm,ATC,8
Investment Firm ,ATC,8
Iron Manufacturer,ATC,16
Jewelry Store,ATC,5
K-9 Training ,ATC,25
Key & Lock Business / Residential Unit,ATC,1
Landscape Business,ATC,20
Landscape Company,ATC,8
Landscape Office,ATC,8
Landscape Storage,ATC,6
Landscaper,ATC,20
Landscaping,ATC,20
Landscaping & Lawn Care ,ATC,25
Landscaping Office,ATC,8
Laundromat,ATC,7
Laundry,ATC,7
Laundry Service Warehouse,ATC,6
Law Firm Office,ATC,8
Law Firm/Chiroprator,ATC,8
Law Office,ATC,8
Law Office ,ATC,8
Lawn Care Service,ATC,7
Lights/Poles,ATC,0
Liquor Distillary,ATC,14
Liquor Store,ATC,5
Liquor/Convenience Store,ATC,5
Loc 2- Office & Apartments,ATC,2
Loc 3- Digital Graphics Printing Office,ATC,5
Loc 4 - Single Family Dwelling,ATC,1
Loc 5- Single Family Dwelling,ATC,1
Location 1,ATC,0
Location 2,ATC,0
Location 3,ATC,0
Location Six,ATC,0
Location Two,ATC,0
Lodge,ATC,3
LRO,ATC,0
LRO - Church,ATC,22
LRO - Commercial Condo (The Gin Joint),ATC,37
LRO - Key & Lock Business / Residential Unit,ATC,0
LRO - Office & Warehouse,ATC,8
LRO - Restaurant/Tattoo Parlor,ATC,10
LRO Barber Shop / Banquet Hall / Flowershop,ATC,5
LRO- Dr's Office,ATC,8
LRO Dwelling,ATC,1
LRO Warehouses,ATC,6
Machine Shop,ATC,7
Manufacturer,ATC,6
Manufacturing Facility,ATC,6
Masonic Lodge,ATC,1
Medical Office,ATC,9
Medical Practice,ATC,9
Medical Spa ,ATC,9
Medical Specialist Office,ATC,9
Medical Supply Warehouse,ATC,6
Meeting Rooms,ATC,0
Mens Clothing Retail Store,ATC,5
Mercantile,ATC,8
Metal Fabricator,ATC,16
Metal Shop,ATC,7
Metal Workshop,ATC,7
Mexican Restaurant,ATC,47
Mexican Restaurant ,ATC,47
Mini Golf Operations Building,ATC,10
Mini Storage Bldg,ATC,6
Model Home,ATC,1
Model Home/Sales Office,ATC,8
Moose Lodge,ATC,3
Motel,ATC,3
Motel ,ATC,3
Motel 1,ATC,3
Motel 2,ATC,3
Motel 3,ATC,3
Motel Building 1,ATC,3
Motel Building 2,ATC,3
Motel Building 3,ATC,3
Motel Bulding 2,ATC,3
Motel/Hotel,ATC,3
Motorcycle Repair,ATC,7
Motorcycle/ATV Dealer,ATC,7
Msaonic Lodge,ATC,3
Museum ,ATC,10
Music Hall ,ATC,10
Nail Salon,ATC,7
Night Club,ATC,10
Non Profit,ATC,22
Non-Profit,ATC,22
Non-Profit Recovery Home ,ATC,22
Non-Profit/Offices,ATC,22
Nursery,ATC,25
Nursery and Gardening Store,ATC,5
Nutritionist Office,ATC,9
Office,ATC,8
Office ,ATC,8
"Office -  KBRS, Inc",ATC,8
Office - Craig's Amusement,ATC,8
Office - Manale Landscaping LLC,ATC,8
Office - Otis Elevator,ATC,8
Office - Roger K Davis Properties,ATC,8
Office (Accounting Firm) ,ATC,8
Office 1,ATC,8
Office 2,ATC,8
Office and Library,ATC,8
Office and Retail Space ,ATC,8
Office and Warehouse,ATC,8
Office Building ,ATC,8
Office Building 1,ATC,8
Office Building 2,ATC,8
Office Space,ATC,8
Office Space/Warehouse ,ATC,8
Office/Apartment,ATC,8
Office/Art Gallery,ATC,10
Office/Gift Shop ,ATC,5
Office/Masonry Showroom,ATC,5
Office/Museum,ATC,10
Office/Retail,ATC,8
Office/Shop,ATC,5
Office/Showroom,ATC,2
Office/Smokeshop,ATC,5
Office/Storage,ATC,8
Office/Warehouse,ATC,8
Office/Warehouse 1,ATC,8
Office/Warehouse 2,ATC,8
Office/Warehouse 3,ATC,8
Offices,ATC,8
Offices/Manufacturing Building,ATC,8
Offices/Shop,ATC,5
Open Air Shelter,ATC,5
Packing Warehouse-LRO,ATC,6
Paint Shop ,ATC,5
Paint/Store,ATC,5
Pasta Manufacturing,ATC,14
Pet Boarding/Storage,ATC,6
Pet Supply Store,ATC,5
Physical Therapist Office,ATC,9
Physical Therapy Office,ATC,9
Picnic Shed,ATC,0
Pilates Studio,ATC,10
Pizza Restaurant ,ATC,47
Plant Nursery,ATC,20
Plastic & Foam Molds manufacturer,ATC,15
Plastic Manufacturer,ATC,15
Plumbing Contractor,ATC,7
Pool,ATC,10
Pool Company/Tree Company,ATC,10
Pool House ,ATC,10
Pool Pump House,ATC,10
Pool Pump/Storage,ATC,10
Pool Store,ATC,5
Poolhouse,ATC,0
Portable Toilet Supplier ,ATC,6
Post Office,ATC,23
"Pottery Studio, Office, Gallery",ATC,10
Prep Kitchen,ATC,47
Pressure Washing Company ,ATC,8
Private Club,ATC,10
Private School,ATC,25
Prop,ATC,0
Property,ATC,0
Property Management Company ,ATC,8
Property Management Group,ATC,8
Property Owners Association,ATC,8
Pub,ATC,10
Pump House,ATC,31
Quadplex,ATC,2
Reading Room ,ATC,0
Real Estate Office,ATC,8
Real Estate Office 2,ATC,8
Real Estate Office 3,ATC,8
Real Estate Office 4,ATC,8
Real Estate Office 5,ATC,8
Real Estate Office 6,ATC,8
Real Estate Office/Vacation Rental ,ATC,8
Record Shop,ATC,5
Rehearsal Studio,ATC,10
Remodeling contractor,ATC,8
Renta Dwelling,ATC,2
Rentable Kitchen Space,ATC,2
Rental - Cleaning company,ATC,2
Rental Condo,ATC,43
Rental Condos,ATC,43
Rental Dwelling,ATC,1
Rental Dwelling ,ATC,2
Rental Dwelling  1,ATC,2
Rental Dwelling  10,ATC,2
Rental Dwelling  100,ATC,2
Rental Dwelling  101,ATC,2
Rental Dwelling  108,ATC,2
Rental Dwelling  11,ATC,2
Rental Dwelling  110,ATC,2
Rental Dwelling  113,ATC,2
Rental Dwelling  114,ATC,2
Rental Dwelling  115,ATC,2
Rental Dwelling  116,ATC,2
Rental Dwelling  118,ATC,2
Rental Dwelling  119,ATC,2
Rental Dwelling  12,ATC,2
Rental Dwelling  120,ATC,2
Rental Dwelling  13,ATC,2
Rental Dwelling  14,ATC,2
Rental Dwelling  15,ATC,2
Rental Dwelling  16,ATC,2
Rental Dwelling  17,ATC,2
Rental Dwelling  18,ATC,2
Rental Dwelling  19,ATC,2
Rental Dwelling  2,ATC,2
Rental Dwelling  20,ATC,2
Rental Dwelling  21,ATC,2
Rental Dwelling  22,ATC,2
Rental Dwelling  23,ATC,2
Rental Dwelling  24,ATC,2
Rental Dwelling  25,ATC,2
Rental Dwelling  26,ATC,2
Rental Dwelling  27,ATC,2
Rental Dwelling  28,ATC,2
Rental Dwelling  29,ATC,2
Rental Dwelling  3,ATC,2
Rental Dwelling  31,ATC,2
Rental Dwelling  32,ATC,2
Rental Dwelling  33,ATC,2
Rental Dwelling  34,ATC,2
Rental Dwelling  35,ATC,2
Rental Dwelling  35a,ATC,2
Rental Dwelling  36,ATC,2
Rental Dwelling  37,ATC,2
Rental Dwelling  38,ATC,2
Rental Dwelling  39,ATC,2
Rental Dwelling  4,ATC,2
Rental Dwelling  40,ATC,2
Rental Dwelling  41,ATC,2
Rental Dwelling  42,ATC,2
Rental Dwelling  43,ATC,2
Rental Dwelling  44,ATC,2
Rental Dwelling  45,ATC,2
Rental Dwelling  46,ATC,2
Rental Dwelling  47,ATC,2
Rental Dwelling  48,ATC,2
Rental Dwelling  49,ATC,2
Rental Dwelling  5,ATC,2
Rental Dwelling  50,ATC,2
Rental Dwelling  51,ATC,2
Rental Dwelling  52,ATC,2
Rental Dwelling  53,ATC,2
Rental Dwelling  54,ATC,2
Rental Dwelling  55,ATC,2
Rental Dwelling  56,ATC,2
Rental Dwelling  58,ATC,2
Rental Dwelling  59,ATC,2
Rental Dwelling  6,ATC,2
Rental Dwelling  60,ATC,2
Rental Dwelling  61,ATC,2
Rental Dwelling  62,ATC,2
Rental Dwelling  63,ATC,2
Rental Dwelling  64,ATC,2
Rental Dwelling  65,ATC,2
Rental Dwelling  66,ATC,2
Rental Dwelling  67,ATC,2
Rental Dwelling  68,ATC,2
Rental Dwelling  69,ATC,2
Rental Dwelling  7,ATC,2
Rental Dwelling  70,ATC,2
Rental Dwelling  71,ATC,2
Rental Dwelling  72,ATC,2
Rental Dwelling  74,ATC,2
Rental Dwelling  75,ATC,2
Rental Dwelling  76,ATC,2
Rental Dwelling  77,ATC,2
Rental Dwelling  78,ATC,2
Rental Dwelling  79,ATC,2
Rental Dwelling  8,ATC,2
Rental Dwelling  80,ATC,2
Rental Dwelling  81,ATC,2
Rental Dwelling  82,ATC,2
Rental Dwelling  85,ATC,2
Rental Dwelling  86,ATC,2
Rental Dwelling  87,ATC,2
Rental Dwelling  88,ATC,2
Rental Dwelling  89,ATC,2
Rental Dwelling  9,ATC,2
Rental Dwelling  90,ATC,2
Rental Dwelling  91,ATC,2
Rental Dwelling  92,ATC,2
Rental Dwelling  93,ATC,2
Rental Dwelling  98,ATC,2
Rental Dwelling  99,ATC,2
Rental Dwelling & Medical Office,ATC,2
Rental Dwelling 1,ATC,2
Rental Dwelling 10,ATC,2
Rental Dwelling 10 ,ATC,2
Rental Dwelling 11,ATC,2
"Rental Dwelling 11, Building 1",ATC,2
"Rental Dwelling 11, Building 2",ATC,2
Rental Dwelling 12,ATC,2
Rental Dwelling 121,ATC,2
Rental Dwelling 126,ATC,2
Rental Dwelling 127,ATC,2
Rental Dwelling 13,ATC,2
Rental Dwelling 14,ATC,2
Rental Dwelling 15,ATC,2
Rental Dwelling 16,ATC,2
Rental Dwelling 17,ATC,2
Rental Dwelling 18,ATC,2
Rental Dwelling 19,ATC,2
Rental Dwelling 2,ATC,2
Rental Dwelling 20,ATC,2
Rental Dwelling 21,ATC,2
Rental Dwelling 3,ATC,2
Rental Dwelling 4,ATC,2
Rental Dwelling 5,ATC,2
Rental Dwelling 6,ATC,2
Rental Dwelling 6 ,ATC,2
Rental Dwelling 7,ATC,2
Rental Dwelling 8,ATC,2
Rental Dwelling 9,ATC,2
Rental Dwelling Loc 2,ATC,2
Rental Dwelling/Office,ATC,2
Rental Dwelling-Duplex,ATC,2
Rental Dwellings,ATC,2
Rental Dwellings - 6 unit condo,ATC,43
Rental Dwellings 2,ATC,2
Rental Space,ATC,2
Rental storage space,ATC,6
Rental Townhouse,ATC,2
Repossesion Company,ATC,8
Resaurant/Retail Store,ATC,47
Residential Care,ATC,4
Restaurant,ATC,47
Restaurant ,ATC,47
Restaurant & Apartment Building,ATC,47
Restaurant & Florist Shop,ATC,47
Restaurant & Sporting Goods Store,ATC,47
Restaurant 1,ATC,47
Restaurant 2,ATC,47
Restaurant and Apartment Building,ATC,47
Restaurant Bar/Tavern ,ATC,10
"Restaurant, Barbor Shop, Retail Store",ATC,47
Restaurant/Apartment,ATC,47
Restaurant/Bar,ATC,47
Restaurant/Bar ,ATC,47
Restaurant/Barber Shop,ATC,47
Restaurant/Convienence Store,ATC,47
Restaurant/Rental Dwelling,ATC,47
Restaurant/Retail Store,ATC,47
Restaurant/Store,ATC,47
Restaurant/Tap Room ,ATC,47
Restrooms,ATC,7
Restuarant/Apartments,ATC,47
Retai l Stores,ATC,5
Retai Store,ATC,5
Retail,ATC,5
Retail - Plumbing supplies,ATC,5
Retail and Jewlery Store,ATC,5
Retail Clothing Store,ATC,5
Retail Golf Store,ATC,5
Retail Home Goods Store,ATC,5
Retail Liquor Store,ATC,5
Retail shop,ATC,5
Retail shops,ATC,5
Retail Store,ATC,5
Retail Store ,ATC,5
Retail Store/Apartment,ATC,5
Retail Store/Dance Studio,ATC,10
Retail/Apartments,ATC,2
Retail/Office,ATC,8
Retaurant ,ATC,47
Roofing Materials Warehouse,ATC,6
Rubber Manufacturer,ATC,15
RV Repair/Service Shop,ATC,7
Salon,ATC,7
Salon ,ATC,7
Salon & Spa,ATC,7
Sauce Manufacturer,ATC,14
School/Daycare,ATC,25
Security Company,ATC,8
Self Storage Facility,ATC,6
Self Storage Warehouse,ATC,6
Self-Storage Warehouses - Building 1,ATC,6
Senior House,ATC,4
Senior Living Facility,ATC,4
Shared Work Space ,ATC,8
Sheet Metal Shop,ATC,7
Shelter ,ATC,4
Sherwin Williams Paint Store,ATC,5
Shop/Showroom,ATC,5
Showroom ,ATC,1
Shrine Club,ATC,10
Siding Contractor ,ATC,7
Sign Maker Office,ATC,13
Single Family Homeowner Association Dwelling,ATC,1
Single Family Rental Airbnb/vrbo,ATC,3
Single Family Rental Dwelling Loc 4,ATC,2
Single Occupancy Warehouse ,ATC,6
Skating Rink ,ATC,10
Social Club,ATC,10
Soup Kitchen/Offices,ATC,8
Southern Restaurant ,ATC,47
Spa / Salon,ATC,7
Sports Bar ,ATC,10
Spray Foam Insulation distributor,ATC,8
Steel Distributor ,ATC,8
Steel Manufacturer,ATC,16
Storage,ATC,6
Storage ,ATC,6
Storage 1,ATC,6
Storage 2,ATC,6
Storage and Office Space ,ATC,8
Storage Building,ATC,6
Storage Facility,ATC,6
Storage Facility ,ATC,6
Storage Shed,ATC,6
Storage Shed ,ATC,6
Storage Unit ,ATC,6
Storage Warehouse,ATC,6
Storage/Auto Service Shop,ATC,6
Store,ATC,5
"Store,Church,Restaurant/Bar",ATC,5
Store/Apartments,ATC,5
Strip Mall,ATC,5
Strip Mall ,ATC,5
Strip Mall/Shopping Center,ATC,5
Subcontracted clothing assembly,ATC,6
Subdivision,ATC,0
Supply Warehouse,ATC,6
Surfboard Mfg,ATC,13
Tavern,ATC,10
